i_e_op,V_cell_op,,,,,,,,,,,,,,,
0.000013,1.502195485,,,,,,,,,,,,,,,
0.000013,1.502204885,,,,,,,,,,,,,,,
0.000013,1.502214284,,,,,,,,,,,,,,,
0.000013,1.502223684,,,,,,,,,,,,,,,
0.000013,1.502233083,,,,,,,,,,,,,,,
0.000013,1.502242483,,,,,,,,,,,,,,,
0.000013,1.502251882,,,,,,,,,,,,,,,
0.000013,1.502261282,,,,,,,,,,,,,,,
0.000013,1.502270681,,,,,,,,,,,,,,,
0.000013,1.502280081,,,,,,,,,,,,,,,
0.000013,1.50228948,,,,,,,,,,,,,,,
0.000013,1.50229888,,,,,,,,,,,,,,,
0.000013,1.502308279,,,,,,,,,,,,,,,
0.000013,1.502317679,,,,,,,,,,,,,,,
0.000013,1.502327078,,,,,,,,,,,,,,,
0.000013,1.502336478,,,,,,,,,,,,,,,
0.000013,1.502345877,,,,,,,,,,,,,,,
0.000013,1.502355277,,,,,,,,,,,,,,,
0.000013,1.502364676,,,,,,,,,,,,,,,
0.000013,1.502374076,,,,,,,,,,,,,,,
0.000013,1.502383475,,,,,,,,,,,,,,,
0.000013,1.502392875,,,,,,,,,,,,,,,
0.000013,1.502402274,,,,,,,,,,,,,,,
0.000013,1.502411674,,,,,,,,,,,,,,,
0.000013,1.502421074,,,,,,,,,,,,,,,
0.000013,1.502430473,,,,,,,,,,,,,,,
0.000013,1.502439873,,,,,,,,,,,,,,,
0.000013,1.502449272,,,,,,,,,,,,,,,
0.000013,1.502458672,,,,,,,,,,,,,,,
0.000013,1.502468071,,,,,,,,,,,,,,,
0.000013,1.502477471,,,,,,,,,,,,,,,
0.000013,1.50248687,,,,,,,,,,,,,,,
0.000013,1.50249627,,,,,,,,,,,,,,,
0.000013,1.50250567,,,,,,,,,,,,,,,
0.000013,1.502515069,,,,,,,,,,,,,,,
0.000013,1.502524469,,,,,,,,,,,,,,,
0.000013,1.502533868,,,,,,,,,,,,,,,
0.000013,1.502543268,,,,,,,,,,,,,,,
0.000013,1.502552668,,,,,,,,,,,,,,,
0.000013,1.502562067,,,,,,,,,,,,,,,
0.000013,1.502571467,,,,,,,,,,,,,,,
0.000013,1.502580866,,,,,,,,,,,,,,,
0.000013,1.502590266,,,,,,,,,,,,,,,
0.000013,1.502599666,,,,,,,,,,,,,,,
0.000013,1.502609065,,,,,,,,,,,,,,,
0.000013,1.502618465,,,,,,,,,,,,,,,
0.000013,1.502627864,,,,,,,,,,,,,,,
0.000013,1.502637264,,,,,,,,,,,,,,,
0.000013,1.502646664,,,,,,,,,,,,,,,
0.000013,1.502656063,,,,,,,,,,,,,,,
0.000013,1.502665463,,,,,,,,,,,,,,,
0.000013,1.502674863,,,,,,,,,,,,,,,
0.000014,1.502684262,,,,,,,,,,,,,,,
0.000014,1.502693662,,,,,,,,,,,,,,,
0.000014,1.502703061,,,,,,,,,,,,,,,
0.000014,1.502712461,,,,,,,,,,,,,,,
0.000014,1.502721861,,,,,,,,,,,,,,,
0.000014,1.50273126,,,,,,,,,,,,,,,
0.000014,1.50274066,,,,,,,,,,,,,,,
0.000014,1.50275006,,,,,,,,,,,,,,,
0.000014,1.502759459,,,,,,,,,,,,,,,
0.000014,1.502768859,,,,,,,,,,,,,,,
0.000014,1.502778259,,,,,,,,,,,,,,,
0.000014,1.502787659,,,,,,,,,,,,,,,
0.000014,1.502797058,,,,,,,,,,,,,,,
0.000014,1.502806458,,,,,,,,,,,,,,,
0.000014,1.502815858,,,,,,,,,,,,,,,
0.000014,1.502825257,,,,,,,,,,,,,,,
0.000014,1.502834657,,,,,,,,,,,,,,,
0.000014,1.502844057,,,,,,,,,,,,,,,
0.000014,1.502853456,,,,,,,,,,,,,,,
0.000014,1.502862856,,,,,,,,,,,,,,,
0.000014,1.502872256,,,,,,,,,,,,,,,
0.000014,1.502881656,,,,,,,,,,,,,,,
0.000014,1.502891055,,,,,,,,,,,,,,,
0.000014,1.502900455,,,,,,,,,,,,,,,
0.000014,1.502909855,,,,,,,,,,,,,,,
0.000014,1.502919254,,,,,,,,,,,,,,,
0.000014,1.502928654,,,,,,,,,,,,,,,
0.000014,1.502938054,,,,,,,,,,,,,,,
0.000014,1.502947454,,,,,,,,,,,,,,,
0.000014,1.502956853,,,,,,,,,,,,,,,
0.000014,1.502966253,,,,,,,,,,,,,,,
0.000014,1.502975653,,,,,,,,,,,,,,,
0.000014,1.502985053,,,,,,,,,,,,,,,
0.000014,1.502994452,,,,,,,,,,,,,,,
0.000014,1.503003852,,,,,,,,,,,,,,,
0.000014,1.503013252,,,,,,,,,,,,,,,
0.000014,1.503022652,,,,,,,,,,,,,,,
0.000014,1.503032052,,,,,,,,,,,,,,,
0.000014,1.503041451,,,,,,,,,,,,,,,
0.000014,1.503050851,,,,,,,,,,,,,,,
0.000014,1.503060251,,,,,,,,,,,,,,,
0.000014,1.503069651,,,,,,,,,,,,,,,
0.000014,1.503079051,,,,,,,,,,,,,,,
0.000014,1.50308845,,,,,,,,,,,,,,,
0.000014,1.50309785,,,,,,,,,,,,,,,
0.000014,1.50310725,,,,,,,,,,,,,,,
0.000014,1.50311665,,,,,,,,,,,,,,,
0.000014,1.50312605,,,,,,,,,,,,,,,
0.000014,1.503135449,,,,,,,,,,,,,,,
0.000014,1.503144849,,,,,,,,,,,,,,,
0.000014,1.503154249,,,,,,,,,,,,,,,
0.000014,1.503163649,,,,,,,,,,,,,,,
0.000014,1.503173049,,,,,,,,,,,,,,,
0.000014,1.503182449,,,,,,,,,,,,,,,
0.000015,1.503191848,,,,,,,,,,,,,,,
0.000015,1.503201248,,,,,,,,,,,,,,,
0.000015,1.503210648,,,,,,,,,,,,,,,
0.000015,1.503220048,,,,,,,,,,,,,,,
0.000015,1.503229448,,,,,,,,,,,,,,,
0.000015,1.503238848,,,,,,,,,,,,,,,
0.000015,1.503248248,,,,,,,,,,,,,,,
0.000015,1.503257647,,,,,,,,,,,,,,,
0.000015,1.503267047,,,,,,,,,,,,,,,
0.000015,1.503276447,,,,,,,,,,,,,,,
0.000015,1.503285847,,,,,,,,,,,,,,,
0.000015,1.503295247,,,,,,,,,,,,,,,
0.000015,1.503304647,,,,,,,,,,,,,,,
0.000015,1.503314047,,,,,,,,,,,,,,,
0.000015,1.503323447,,,,,,,,,,,,,,,
0.000015,1.503332847,,,,,,,,,,,,,,,
0.000015,1.503342247,,,,,,,,,,,,,,,
0.000015,1.503351646,,,,,,,,,,,,,,,
0.000015,1.503361046,,,,,,,,,,,,,,,
0.000015,1.503370446,,,,,,,,,,,,,,,
0.000015,1.503379846,,,,,,,,,,,,,,,
0.000015,1.503389246,,,,,,,,,,,,,,,
0.000015,1.503398646,,,,,,,,,,,,,,,
0.000015,1.503408046,,,,,,,,,,,,,,,
0.000015,1.503417446,,,,,,,,,,,,,,,
0.000015,1.503426846,,,,,,,,,,,,,,,
0.000015,1.503436246,,,,,,,,,,,,,,,
0.000015,1.503445646,,,,,,,,,,,,,,,
0.000015,1.503455046,,,,,,,,,,,,,,,
0.000015,1.503464446,,,,,,,,,,,,,,,
0.000015,1.503473846,,,,,,,,,,,,,,,
0.000015,1.503483246,,,,,,,,,,,,,,,
0.000015,1.503492646,,,,,,,,,,,,,,,
0.000015,1.503502046,,,,,,,,,,,,,,,
0.000015,1.503511446,,,,,,,,,,,,,,,
0.000015,1.503520846,,,,,,,,,,,,,,,
0.000015,1.503530246,,,,,,,,,,,,,,,
0.000015,1.503539646,,,,,,,,,,,,,,,
0.000015,1.503549046,,,,,,,,,,,,,,,
0.000015,1.503558446,,,,,,,,,,,,,,,
0.000015,1.503567846,,,,,,,,,,,,,,,
0.000015,1.503577246,,,,,,,,,,,,,,,
0.000015,1.503586646,,,,,,,,,,,,,,,
0.000015,1.503596046,,,,,,,,,,,,,,,
0.000015,1.503605446,,,,,,,,,,,,,,,
0.000015,1.503614846,,,,,,,,,,,,,,,
0.000015,1.503624246,,,,,,,,,,,,,,,
0.000015,1.503633646,,,,,,,,,,,,,,,
0.000015,1.503643046,,,,,,,,,,,,,,,
0.000015,1.503652446,,,,,,,,,,,,,,,
0.000016,1.503661846,,,,,,,,,,,,,,,
0.000016,1.503671246,,,,,,,,,,,,,,,
0.000016,1.503680646,,,,,,,,,,,,,,,
0.000016,1.503690046,,,,,,,,,,,,,,,
0.000016,1.503699446,,,,,,,,,,,,,,,
0.000016,1.503708846,,,,,,,,,,,,,,,
0.000016,1.503718246,,,,,,,,,,,,,,,
0.000016,1.503727646,,,,,,,,,,,,,,,
0.000016,1.503737046,,,,,,,,,,,,,,,
0.000016,1.503746446,,,,,,,,,,,,,,,
0.000016,1.503755847,,,,,,,,,,,,,,,
0.000016,1.503765247,,,,,,,,,,,,,,,
0.000016,1.503774647,,,,,,,,,,,,,,,
0.000016,1.503784047,,,,,,,,,,,,,,,
0.000016,1.503793447,,,,,,,,,,,,,,,
0.000016,1.503802847,,,,,,,,,,,,,,,
0.000016,1.503812247,,,,,,,,,,,,,,,
0.000016,1.503821647,,,,,,,,,,,,,,,
0.000016,1.503831047,,,,,,,,,,,,,,,
0.000016,1.503840447,,,,,,,,,,,,,,,
0.000016,1.503849848,,,,,,,,,,,,,,,
0.000016,1.503859248,,,,,,,,,,,,,,,
0.000016,1.503868648,,,,,,,,,,,,,,,
0.000016,1.503878048,,,,,,,,,,,,,,,
0.000016,1.503887448,,,,,,,,,,,,,,,
0.000016,1.503896848,,,,,,,,,,,,,,,
0.000016,1.503906248,,,,,,,,,,,,,,,
0.000016,1.503915649,,,,,,,,,,,,,,,
0.000016,1.503925049,,,,,,,,,,,,,,,
0.000016,1.503934449,,,,,,,,,,,,,,,
0.000016,1.503943849,,,,,,,,,,,,,,,
0.000016,1.503953249,,,,,,,,,,,,,,,
0.000016,1.50396265,,,,,,,,,,,,,,,
0.000016,1.50397205,,,,,,,,,,,,,,,
0.000016,1.50398145,,,,,,,,,,,,,,,
0.000016,1.50399085,,,,,,,,,,,,,,,
0.000016,1.50400025,,,,,,,,,,,,,,,
0.000016,1.50400965,,,,,,,,,,,,,,,
0.000016,1.504019051,,,,,,,,,,,,,,,
0.000016,1.504028451,,,,,,,,,,,,,,,
0.000016,1.504037851,,,,,,,,,,,,,,,
0.000016,1.504047251,,,,,,,,,,,,,,,
0.000016,1.504056652,,,,,,,,,,,,,,,
0.000016,1.504066052,,,,,,,,,,,,,,,
0.000016,1.504075452,,,,,,,,,,,,,,,
0.000016,1.504084852,,,,,,,,,,,,,,,
0.000017,1.504094253,,,,,,,,,,,,,,,
0.000017,1.504103653,,,,,,,,,,,,,,,
0.000017,1.504113053,,,,,,,,,,,,,,,
0.000017,1.504122453,,,,,,,,,,,,,,,
0.000017,1.504131854,,,,,,,,,,,,,,,
0.000017,1.504141254,,,,,,,,,,,,,,,
0.000017,1.504150654,,,,,,,,,,,,,,,
0.000017,1.504160054,,,,,,,,,,,,,,,
0.000017,1.504169455,,,,,,,,,,,,,,,
0.000017,1.504178855,,,,,,,,,,,,,,,
0.000017,1.504188255,,,,,,,,,,,,,,,
0.000017,1.504197656,,,,,,,,,,,,,,,
0.000017,1.504207056,,,,,,,,,,,,,,,
0.000017,1.504216456,,,,,,,,,,,,,,,
0.000017,1.504225856,,,,,,,,,,,,,,,
0.000017,1.504235257,,,,,,,,,,,,,,,
0.000017,1.504244657,,,,,,,,,,,,,,,
0.000017,1.504254057,,,,,,,,,,,,,,,
0.000017,1.504263458,,,,,,,,,,,,,,,
0.000017,1.504272858,,,,,,,,,,,,,,,
0.000017,1.504282258,,,,,,,,,,,,,,,
0.000017,1.504291659,,,,,,,,,,,,,,,
0.000017,1.504301059,,,,,,,,,,,,,,,
0.000017,1.504310459,,,,,,,,,,,,,,,
0.000017,1.50431986,,,,,,,,,,,,,,,
0.000017,1.50432926,,,,,,,,,,,,,,,
0.000017,1.50433866,,,,,,,,,,,,,,,
0.000017,1.504348061,,,,,,,,,,,,,,,
0.000017,1.504357461,,,,,,,,,,,,,,,
0.000017,1.504366862,,,,,,,,,,,,,,,
0.000017,1.504376262,,,,,,,,,,,,,,,
0.000017,1.504385662,,,,,,,,,,,,,,,
0.000017,1.504395063,,,,,,,,,,,,,,,
0.000017,1.504404463,,,,,,,,,,,,,,,
0.000017,1.504413863,,,,,,,,,,,,,,,
0.000017,1.504423264,,,,,,,,,,,,,,,
0.000017,1.504432664,,,,,,,,,,,,,,,
0.000017,1.504442065,,,,,,,,,,,,,,,
0.000017,1.504451465,,,,,,,,,,,,,,,
0.000017,1.504460866,,,,,,,,,,,,,,,
0.000017,1.504470266,,,,,,,,,,,,,,,
0.000017,1.504479666,,,,,,,,,,,,,,,
0.000017,1.504489067,,,,,,,,,,,,,,,
0.000017,1.504498467,,,,,,,,,,,,,,,
0.000018,1.504507868,,,,,,,,,,,,,,,
0.000018,1.504517268,,,,,,,,,,,,,,,
0.000018,1.504526669,,,,,,,,,,,,,,,
0.000018,1.504536069,,,,,,,,,,,,,,,
0.000018,1.50454547,,,,,,,,,,,,,,,
0.000018,1.50455487,,,,,,,,,,,,,,,
0.000018,1.50456427,,,,,,,,,,,,,,,
0.000018,1.504573671,,,,,,,,,,,,,,,
0.000018,1.504583071,,,,,,,,,,,,,,,
0.000018,1.504592472,,,,,,,,,,,,,,,
0.000018,1.504601872,,,,,,,,,,,,,,,
0.000018,1.504611273,,,,,,,,,,,,,,,
0.000018,1.504620673,,,,,,,,,,,,,,,
0.000018,1.504630074,,,,,,,,,,,,,,,
0.000018,1.504639474,,,,,,,,,,,,,,,
0.000018,1.504648875,,,,,,,,,,,,,,,
0.000018,1.504658275,,,,,,,,,,,,,,,
0.000018,1.504667676,,,,,,,,,,,,,,,
0.000018,1.504677076,,,,,,,,,,,,,,,
0.000018,1.504686477,,,,,,,,,,,,,,,
0.000018,1.504695878,,,,,,,,,,,,,,,
0.000018,1.504705278,,,,,,,,,,,,,,,
0.000018,1.504714679,,,,,,,,,,,,,,,
0.000018,1.504724079,,,,,,,,,,,,,,,
0.000018,1.50473348,,,,,,,,,,,,,,,
0.000018,1.50474288,,,,,,,,,,,,,,,
0.000018,1.504752281,,,,,,,,,,,,,,,
0.000018,1.504761681,,,,,,,,,,,,,,,
0.000018,1.504771082,,,,,,,,,,,,,,,
0.000018,1.504780483,,,,,,,,,,,,,,,
0.000018,1.504789883,,,,,,,,,,,,,,,
0.000018,1.504799284,,,,,,,,,,,,,,,
0.000018,1.504808684,,,,,,,,,,,,,,,
0.000018,1.504818085,,,,,,,,,,,,,,,
0.000018,1.504827486,,,,,,,,,,,,,,,
0.000018,1.504836886,,,,,,,,,,,,,,,
0.000018,1.504846287,,,,,,,,,,,,,,,
0.000018,1.504855687,,,,,,,,,,,,,,,
0.000018,1.504865088,,,,,,,,,,,,,,,
0.000018,1.504874489,,,,,,,,,,,,,,,
0.000018,1.504883889,,,,,,,,,,,,,,,
0.000018,1.50489329,,,,,,,,,,,,,,,
0.000019,1.504902691,,,,,,,,,,,,,,,
0.000019,1.504912091,,,,,,,,,,,,,,,
0.000019,1.504921492,,,,,,,,,,,,,,,
0.000019,1.504930893,,,,,,,,,,,,,,,
0.000019,1.504940293,,,,,,,,,,,,,,,
0.000019,1.504949694,,,,,,,,,,,,,,,
0.000019,1.504959095,,,,,,,,,,,,,,,
0.000019,1.504968495,,,,,,,,,,,,,,,
0.000019,1.504977896,,,,,,,,,,,,,,,
0.000019,1.504987297,,,,,,,,,,,,,,,
0.000019,1.504996697,,,,,,,,,,,,,,,
0.000019,1.505006098,,,,,,,,,,,,,,,
0.000019,1.505015499,,,,,,,,,,,,,,,
0.000019,1.505024899,,,,,,,,,,,,,,,
0.000019,1.5050343,,,,,,,,,,,,,,,
0.000019,1.505043701,,,,,,,,,,,,,,,
0.000019,1.505053102,,,,,,,,,,,,,,,
0.000019,1.505062502,,,,,,,,,,,,,,,
0.000019,1.505071903,,,,,,,,,,,,,,,
0.000019,1.505081304,,,,,,,,,,,,,,,
0.000019,1.505090705,,,,,,,,,,,,,,,
0.000019,1.505100105,,,,,,,,,,,,,,,
0.000019,1.505109506,,,,,,,,,,,,,,,
0.000019,1.505118907,,,,,,,,,,,,,,,
0.000019,1.505128308,,,,,,,,,,,,,,,
0.000019,1.505137708,,,,,,,,,,,,,,,
0.000019,1.505147109,,,,,,,,,,,,,,,
0.000019,1.50515651,,,,,,,,,,,,,,,
0.000019,1.505165911,,,,,,,,,,,,,,,
0.000019,1.505175312,,,,,,,,,,,,,,,
0.000019,1.505184712,,,,,,,,,,,,,,,
0.000019,1.505194113,,,,,,,,,,,,,,,
0.000019,1.505203514,,,,,,,,,,,,,,,
0.000019,1.505212915,,,,,,,,,,,,,,,
0.000019,1.505222316,,,,,,,,,,,,,,,
0.000019,1.505231716,,,,,,,,,,,,,,,
0.000019,1.505241117,,,,,,,,,,,,,,,
0.000019,1.505250518,,,,,,,,,,,,,,,
0.000019,1.505259919,,,,,,,,,,,,,,,
0.000019,1.50526932,,,,,,,,,,,,,,,
0.00002,1.505278721,,,,,,,,,,,,,,,
0.00002,1.505288121,,,,,,,,,,,,,,,
0.00002,1.505297522,,,,,,,,,,,,,,,
0.00002,1.505306923,,,,,,,,,,,,,,,
0.00002,1.505316324,,,,,,,,,,,,,,,
0.00002,1.505325725,,,,,,,,,,,,,,,
0.00002,1.505335126,,,,,,,,,,,,,,,
0.00002,1.505344527,,,,,,,,,,,,,,,
0.00002,1.505353928,,,,,,,,,,,,,,,
0.00002,1.505363328,,,,,,,,,,,,,,,
0.00002,1.505372729,,,,,,,,,,,,,,,
0.00002,1.50538213,,,,,,,,,,,,,,,
0.00002,1.505391531,,,,,,,,,,,,,,,
0.00002,1.505400932,,,,,,,,,,,,,,,
0.00002,1.505410333,,,,,,,,,,,,,,,
0.00002,1.505419734,,,,,,,,,,,,,,,
0.00002,1.505429135,,,,,,,,,,,,,,,
0.00002,1.505438536,,,,,,,,,,,,,,,
0.00002,1.505447937,,,,,,,,,,,,,,,
0.00002,1.505457338,,,,,,,,,,,,,,,
0.00002,1.505466739,,,,,,,,,,,,,,,
0.00002,1.50547614,,,,,,,,,,,,,,,
0.00002,1.505485541,,,,,,,,,,,,,,,
0.00002,1.505494942,,,,,,,,,,,,,,,
0.00002,1.505504343,,,,,,,,,,,,,,,
0.00002,1.505513744,,,,,,,,,,,,,,,
0.00002,1.505523145,,,,,,,,,,,,,,,
0.00002,1.505532546,,,,,,,,,,,,,,,
0.00002,1.505541947,,,,,,,,,,,,,,,
0.00002,1.505551348,,,,,,,,,,,,,,,
0.00002,1.505560749,,,,,,,,,,,,,,,
0.00002,1.50557015,,,,,,,,,,,,,,,
0.00002,1.505579551,,,,,,,,,,,,,,,
0.00002,1.505588952,,,,,,,,,,,,,,,
0.00002,1.505598353,,,,,,,,,,,,,,,
